"VOLTECH AT5600 RESULTS FILE"
"Server Program Version: 3.40.4 "
"Communication Channel: COM1"
"AT5600 ID: 1146"
"AT5600 Software Version: 1.004.074"
"File name: C1071124.atr"
"Test Date: 7 Nov 2024"

"Part #","134871FTA"
"Fixture ID","521-113-1027"
"Operator","KB"
"Batch #","FPR154372"
"Fixture Compensation Applied"


"Result #","Serial #","Time","Pass/Fail","","001  CTY","002   LS","","","","003  TRL","","","","","","004  TRL","","","","","","005  TRL","","","","","","006    R","","","","007 HPDC","","","008 HPDC","",""
"","","","","","","Minimum","Maximum","Reading","","Minimum","Maximum","Reading","","Polarity","","Minimum","Maximum","Reading","","Polarity","","Minimum","Maximum","Reading","","Polarity","","Minimum","Maximum","Reading","","Maximum","Reading","","Maximum","Reading",""

1,"001001","07:24:31","Pass","","Pass",1.096E-05,1.644E-05,+1.22774E-05,"Pass",3.88,4.12,+4.01956E+00,"Pass",+,"Pass",3.88,4.12,+4.02093E+00,"Pass",+,"Pass",0.97,1.03,+1.00080E+00,"Pass",+,"Pass",,0.01,+5.08507E-03,"Pass",0.0005,+6.22130E-09,"Pass",0.0005,+6.95519E-10,"Pass",""
2,"001002","07:24:48","Pass","","Pass",1.096E-05,1.644E-05,+1.36141E-05,"Pass",3.88,4.12,+4.04233E+00,"Pass",+,"Pass",3.88,4.12,+4.04254E+00,"Pass",+,"Pass",0.97,1.03,+1.00077E+00,"Pass",+,"Pass",,0.01,+4.18447E-03,"Pass",0.0005,+4.93134E-09,"Pass",0.0005,+9.89302E-08,"Pass",""
3,"001003","07:25:12","Pass","","Pass",1.096E-05,1.644E-05,+1.32994E-05,"Pass",3.88,4.12,+4.04282E+00,"Pass",+,"Pass",3.88,4.12,+4.04321E+00,"Pass",+,"Pass",0.97,1.03,+1.00059E+00,"Pass",+,"Pass",,0.01,+4.93348E-03,"Pass",0.0005,+3.56327E-07,"Pass",0.0005,+9.64515E-08,"Pass",""
4,"001004","07:25:30","Pass","","Pass",1.096E-05,1.644E-05,+1.37101E-05,"Pass",3.88,4.12,+4.04444E+00,"Pass",+,"Pass",3.88,4.12,+4.04508E+00,"Pass",+,"Pass",0.97,1.03,+1.00083E+00,"Pass",+,"Pass",,0.01,+5.40260E-03,"Pass",0.0005,+3.77233E-07,"Pass",0.0005,+9.65408E-08,"Pass",""
5,"001005","07:25:48","Pass","","Pass",1.096E-05,1.644E-05,+1.30700E-05,"Pass",3.88,4.12,+4.03370E+00,"Pass",+,"Pass",3.88,4.12,+4.03507E+00,"Pass",+,"Pass",0.97,1.03,+1.00097E+00,"Pass",+,"Pass",,0.01,+3.36598E-03,"Pass",0.0005,+3.54943E-07,"Pass",0.0005,+9.87274E-08,"Pass",""
6,"001006","07:26:08","Pass","","Pass",1.096E-05,1.644E-05,+1.36217E-05,"Pass",3.88,4.12,+4.04193E+00,"Pass",+,"Pass",3.88,4.12,+4.04309E+00,"Pass",+,"Pass",0.97,1.03,+1.00116E+00,"Pass",+,"Pass",,0.01,+4.33828E-03,"Pass",0.0005,+3.54031E-07,"Pass",0.0005,+8.94333E-08,"Pass",""
7,"001007","07:26:25","Pass","","Pass",1.096E-05,1.644E-05,+1.29093E-05,"Pass",3.88,4.12,+4.03925E+00,"Pass",+,"Pass",3.88,4.12,+4.04085E+00,"Pass",+,"Pass",0.97,1.03,+1.00124E+00,"Pass",+,"Pass",,0.01,+3.24468E-03,"Pass",0.0005,+3.61229E-07,"Pass",0.0005,+9.91572E-08,"Pass",""
8,"001008","07:26:42","Pass","","Pass",1.096E-05,1.644E-05,+1.32099E-05,"Pass",3.88,4.12,+4.03949E+00,"Pass",+,"Pass",3.88,4.12,+4.04133E+00,"Pass",+,"Pass",0.97,1.03,+1.00140E+00,"Pass",+,"Pass",,0.01,+4.29669E-03,"Pass",0.0005,+3.53186E-07,"Pass",0.0005,+9.98761E-08,"Pass",""
9,"001009","07:27:02","Pass","","Pass",1.096E-05,1.644E-05,+1.37960E-05,"Pass",3.88,4.12,+4.04546E+00,"Pass",+,"Pass",3.88,4.12,+4.04654E+00,"Pass",+,"Pass",0.97,1.03,+1.00123E+00,"Pass",+,"Pass",,0.01,+4.39008E-03,"Pass",0.0005,+3.65572E-07,"Pass",0.0005,+9.89265E-08,"Pass",""
10,"001010","07:27:19","Pass","","Pass",1.096E-05,1.644E-05,+1.36114E-05,"Pass",3.88,4.12,+4.04558E+00,"Pass",+,"Pass",3.88,4.12,+4.04510E+00,"Pass",+,"Pass",0.97,1.03,+1.00099E+00,"Pass",+,"Pass",,0.01,+4.04786E-03,"Pass",0.0005,+3.50996E-07,"Pass",0.0005,+1.00674E-07,"Pass",""
